Offset(P)          Proto    Local Address                  Foreign Address      State            Pid      Owner          Created
0x122546510        TCPv4    127.0.0.1:49998                127.0.0.1:64523      ESTABLISHED      1496     java.exe       
0x122579010        TCPv4    127.0.0.1:49998                127.0.0.1:51940      ESTABLISHED      1496     java.exe       
0x122599010        TCPv4    127.0.0.1:52288                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12259a7d0        TCPv4    127.0.0.1:49998                127.0.0.1:59654      ESTABLISHED      1496     java.exe       
0x1225a17e0        TCPv4    127.0.0.1:61398                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x122641010        TCPv4    127.0.0.1:61250                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1226437e0        TCPv4    127.0.0.1:49998                127.0.0.1:53028      ESTABLISHED      1496     java.exe       
0x12265f4f0        TCPv4    127.0.0.1:56927                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1226b9510        TCPv4    127.0.0.1:58937                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x122726510        TCPv4    127.0.0.1:49998                127.0.0.1:51971      ESTABLISHED      1496     java.exe       
0x1227269d0        TCPv4    127.0.0.1:52040                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1227af010        TCPv4    127.0.0.1:57758                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x122856590        TCPv4    127.0.0.1:49998                127.0.0.1:54125      ESTABLISHED      1496     java.exe       
0x12285b940        TCPv4    127.0.0.1:49998                127.0.0.1:51739      ESTABLISHED      1496     java.exe       
0x12285f590        TCPv4    127.0.0.1:65532                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x122862ae0        TCPv4    127.0.0.1:50220                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1228cd6a0        TCPv4    127.0.0.1:58712                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1228ce2d0        TCPv4    127.0.0.1:49998                127.0.0.1:62868      ESTABLISHED      1496     java.exe       
0x1228ce7f0        TCPv4    127.0.0.1:63743                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1228ebcf0        TCPv4    127.0.0.1:49998                127.0.0.1:62552      ESTABLISHED      1496     java.exe       
0x1229804c0        TCPv4    127.0.0.1:49998                127.0.0.1:50055      ESTABLISHED      1496     java.exe       
0x1229a9010        TCPv4    127.0.0.1:49998                127.0.0.1:51028      ESTABLISHED      1496     java.exe       
0x122b3b010        TCPv4    127.0.0.1:49998                127.0.0.1:59413      ESTABLISHED      1496     java.exe       
0x122c43cf0        TCPv4    127.0.0.1:49998                127.0.0.1:52201      ESTABLISHED      1496     java.exe       
0x122c887e0        TCPv4    127.0.0.1:64436                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x122cbbae0        TCPv4    127.0.0.1:58741                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x122cd8cf0        TCPv4    127.0.0.1:55792                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x122d29cf0        TCPv4    127.0.0.1:58610                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x122d3f940        TCPv4    127.0.0.1:58540                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x122df5940        TCPv4    127.0.0.1:57248                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x122e44590        TCPv4    127.0.0.1:49998                127.0.0.1:51074      ESTABLISHED      1496     java.exe       
0x122e44cf0        TCPv4    127.0.0.1:49998                127.0.0.1:51263      ESTABLISHED      1496     java.exe       
0x122e52010        TCPv4    127.0.0.1:55061                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x122e639d0        TCPv4    127.0.0.1:49998                127.0.0.1:49186      ESTABLISHED      1496     java.exe       
0x122e63cf0        TCPv4    127.0.0.1:65529                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x122e83010        TCPv4    127.0.0.1:49998                127.0.0.1:52453      ESTABLISHED      1496     java.exe       
0x122e83cf0        TCPv4    127.0.0.1:49998                127.0.0.1:54739      ESTABLISHED      1496     java.exe       
0x122eaa480        TCPv4    127.0.0.1:50254                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x122f46010        TCPv4    127.0.0.1:49998                127.0.0.1:61689      ESTABLISHED      1496     java.exe       
0x122f5ca10        TCPv4    127.0.0.1:49998                127.0.0.1:49742      ESTABLISHED      1496     java.exe       
0x122ffecf0        TCPv4    127.0.0.1:49278                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12314c7b0        TCPv4    127.0.0.1:49998                127.0.0.1:59497      ESTABLISHED      1496     java.exe       
0x123195620        TCPv4    127.0.0.1:64005                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123195940        TCPv4    127.0.0.1:49998                127.0.0.1:63483      ESTABLISHED      1496     java.exe       
0x1231dd9d0        TCPv4    127.0.0.1:54379                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123204940        TCPv4    127.0.0.1:49998                127.0.0.1:58556      ESTABLISHED      1496     java.exe       
0x1232282d0        TCPv4    127.0.0.1:49619                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12327ccf0        TCPv4    127.0.0.1:56617                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123287a30        TCPv4    127.0.0.1:49998                127.0.0.1:50452      ESTABLISHED      1496     java.exe       
0x1232b7010        TCPv4    127.0.0.1:57417                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1232c13b0        TCPv4    127.0.0.1:60299                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1232c17e0        TCPv4    127.0.0.1:49998                127.0.0.1:60712      ESTABLISHED      1496     java.exe       
0x123323cf0        TCPv4    127.0.0.1:49998                127.0.0.1:64095      ESTABLISHED      1496     java.exe       
0x12338e010        TCPv4    127.0.0.1:61781                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12338e4e0        TCPv4    127.0.0.1:61888                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12338eaf0        TCPv4    127.0.0.1:61891                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1233f7a50        TCPv4    127.0.0.1:55486                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123403010        TCPv4    127.0.0.1:49307                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123408010        TCPv4    127.0.0.1:62206                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123505330        TCPv4    127.0.0.1:50631                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12354bcf0        TCPv4    127.0.0.1:49998                127.0.0.1:61240      ESTABLISHED      1496     java.exe       
0x1235606b0        TCPv4    127.0.0.1:50941                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123560cf0        TCPv4    127.0.0.1:62791                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123617620        TCPv4    127.0.0.1:58901                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1236a47b0        TCPv4    127.0.0.1:59327                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1236a7010        TCPv4    127.0.0.1:49998                127.0.0.1:65113      ESTABLISHED      1496     java.exe       
0x1236fecf0        TCPv4    127.0.0.1:56973                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123712690        TCPv4    127.0.0.1:49695                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123718420        TCPv4    127.0.0.1:49998                127.0.0.1:62785      ESTABLISHED      1496     java.exe       
0x1238566e0        TCPv4    127.0.0.1:52727                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1238b0740        TCPv4    127.0.0.1:50812                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1238ca9b0        TCPv4    127.0.0.1:49998                127.0.0.1:53754      ESTABLISHED      1496     java.exe       
0x1239716e0        TCPv4    127.0.0.1:49998                127.0.0.1:56945      ESTABLISHED      1496     java.exe       
0x123a61010        TCPv4    127.0.0.1:49311                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123ac7940        TCPv4    127.0.0.1:57363                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123afa7e0        TCPv4    127.0.0.1:56890                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123b03cf0        TCPv4    127.0.0.1:64117                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123b2d010        TCPv4    127.0.0.1:49998                127.0.0.1:59988      ESTABLISHED      1496     java.exe       
0x123b2d3a0        TCPv4    127.0.0.1:49998                127.0.0.1:63539      ESTABLISHED      1496     java.exe       
0x123b2d7f0        TCPv4    127.0.0.1:61528                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123b84cf0        TCPv4    127.0.0.1:49998                127.0.0.1:54606      ESTABLISHED      1496     java.exe       
0x123c6c710        TCPv4    127.0.0.1:51822                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123c719d0        TCPv4    127.0.0.1:49998                127.0.0.1:59213      ESTABLISHED      1496     java.exe       
0x123cbd510        TCPv4    127.0.0.1:49998                127.0.0.1:52987      ESTABLISHED      1496     java.exe       
0x123cc40b0        TCPv4    127.0.0.1:49998                127.0.0.1:59046      ESTABLISHED      1496     java.exe       
0x123cc47c0        TCPv4    127.0.0.1:59184                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123d3d010        TCPv4    127.0.0.1:58145                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123d3dcf0        TCPv4    127.0.0.1:59554                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123d89cf0        TCPv4    127.0.0.1:58537                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123debc90        TCPv4    127.0.0.1:49998                127.0.0.1:56101      ESTABLISHED      1496     java.exe       
0x123e00010        TCPv4    127.0.0.1:59194                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123e00010        TCPv4    127.0.0.1:59194                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123e008a0        TCPv4    127.0.0.1:49998                127.0.0.1:59184      ESTABLISHED      1496     java.exe       
0x123e19010        TCPv4    127.0.0.1:65463                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123e19a10        TCPv4    127.0.0.1:49998                127.0.0.1:65411      ESTABLISHED      1496     java.exe       
0x123e313b0        TCPv4    127.0.0.1:59448                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123e31cf0        TCPv4    127.0.0.1:59127                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x123ec3270        TCPv4    127.0.0.1:59935                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12403b4e0        TCPv4    127.0.0.1:56789                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12406e380        TCPv4    127.0.0.1:52247                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12408f010        TCPv4    127.0.0.1:49998                127.0.0.1:56582      ESTABLISHED      1496     java.exe       
0x1241ea6e0        TCPv4    127.0.0.1:65125                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1241eacf0        TCPv4    127.0.0.1:49998                127.0.0.1:49566      ESTABLISHED      1496     java.exe       
0x1242fccf0        TCPv4    127.0.0.1:62529                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12442f9d0        TCPv4    127.0.0.1:49998                127.0.0.1:52248      ESTABLISHED      1496     java.exe       
0x12449d6e0        TCPv4    127.0.0.1:58381                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12449dcf0        TCPv4    127.0.0.1:59412                127.0.0.1:49998      ESTABLISHED      632      java.exe       
