Offset(P)          Proto    Local Address                  Foreign Address      State            Pid      Owner          Created
0xb5d436e0         TCPv4    127.0.0.1:49998                127.0.0.1:52015      ESTABLISHED      1496     java.exe       
0xb5dba7e0         TCPv4    127.0.0.1:64713                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb5dc45e0         TCPv4    127.0.0.1:58506                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb5dc6800         TCPv4    127.0.0.1:49998                127.0.0.1:62121      ESTABLISHED      1496     java.exe       
0xb5e02010         TCPv4    127.0.0.1:60703                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb5e04cf0         TCPv4    127.0.0.1:49288                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb5e39ab0         TCPv4    127.0.0.1:55648                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb5f79010         TCPv4    127.0.0.1:49998                127.0.0.1:50992      ESTABLISHED      1496     java.exe       
0xb5fbf010         TCPv4    127.0.0.1:62419                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb5fe2660         TCPv4    127.0.0.1:49998                127.0.0.1:65421      ESTABLISHED      1496     java.exe       
0xb5fe2cf0         TCPv4    127.0.0.1:49998                127.0.0.1:64611      ESTABLISHED      1496     java.exe       
0xb6005730         TCPv4    127.0.0.1:49998                127.0.0.1:55127      ESTABLISHED      1496     java.exe       
0xb6006cf0         TCPv4    127.0.0.1:49998                127.0.0.1:61136      ESTABLISHED      1496     java.exe       
0xb6078740         TCPv4    127.0.0.1:49998                127.0.0.1:59066      ESTABLISHED      1496     java.exe       
0xb60c38c0         TCPv4    127.0.0.1:49998                127.0.0.1:54476      ESTABLISHED      1496     java.exe       
0xb6133010         TCPv4    127.0.0.1:49998                127.0.0.1:65295      ESTABLISHED      1496     java.exe       
0xb6151010         TCPv4    127.0.0.1:49998                127.0.0.1:64906      ESTABLISHED      1496     java.exe       
0xb6176cf0         TCPv4    127.0.0.1:59105                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb617f4e0         TCPv4    127.0.0.1:63886                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb618f940         TCPv4    127.0.0.1:59508                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb61f3660         TCPv4    127.0.0.1:57139                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb62423a0         TCPv4    127.0.0.1:53639                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb6274250         TCPv4    127.0.0.1:49998                127.0.0.1:59040      ESTABLISHED      1496     java.exe       
0xb62c0010         TCPv4    127.0.0.1:49998                127.0.0.1:52399      ESTABLISHED      1496     java.exe       
0xb6381cf0         TCPv4    127.0.0.1:49998                127.0.0.1:53998      ESTABLISHED      1496     java.exe       
0xb6423010         TCPv4    127.0.0.1:49998                127.0.0.1:51459      ESTABLISHED      1496     java.exe       
0xb64335a0         TCPv4    127.0.0.1:49998                127.0.0.1:56427      ESTABLISHED      1496     java.exe       
0xb64566e0         TCPv4    127.0.0.1:65256                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb6456cf0         TCPv4    127.0.0.1:64435                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb648b9d0         TCPv4    127.0.0.1:49998                127.0.0.1:62922      ESTABLISHED      1496     java.exe       
0xb64c2010         TCPv4    127.0.0.1:49998                127.0.0.1:60263      ESTABLISHED      1496     java.exe       
0xb6510010         TCPv4    127.0.0.1:58794                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb65109c0         TCPv4    127.0.0.1:49998                127.0.0.1:59367      ESTABLISHED      1496     java.exe       
0xb6510cf0         TCPv4    127.0.0.1:61146                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb65e3010         TCPv4    127.0.0.1:54192                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb6628010         TCPv4    127.0.0.1:49998                127.0.0.1:57905      ESTABLISHED      1496     java.exe       
0xb6628340         TCPv4    127.0.0.1:49998                127.0.0.1:57788      ESTABLISHED      1496     java.exe       
0xb667b7b0         TCPv4    127.0.0.1:49998                127.0.0.1:58971      ESTABLISHED      1496     java.exe       
0xb672a4c0         TCPv4    127.0.0.1:49998                127.0.0.1:50045      ESTABLISHED      1496     java.exe       
0xb672a7e0         TCPv4    127.0.0.1:49998                127.0.0.1:49766      ESTABLISHED      1496     java.exe       
0xb676b9f0         TCPv4    127.0.0.1:49998                127.0.0.1:65131      ESTABLISHED      1496     java.exe       
0xb679d940         TCPv4    127.0.0.1:63179                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb679dcf0         TCPv4    127.0.0.1:63356                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb67ac2c0         TCPv4    127.0.0.1:49998                127.0.0.1:58701      ESTABLISHED      1496     java.exe       
0xb6858010         TCPv4    127.0.0.1:49998                127.0.0.1:56835      ESTABLISHED      1496     java.exe       
0xb68912d0         TCPv4    127.0.0.1:49998                127.0.0.1:57719      ESTABLISHED      1496     java.exe       
0xb68fa9d0         TCPv4    127.0.0.1:49998                127.0.0.1:64607      ESTABLISHED      1496     java.exe       
0xb68facf0         TCPv4    127.0.0.1:63977                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb6935cf0         TCPv4    127.0.0.1:49998                127.0.0.1:60498      ESTABLISHED      1496     java.exe       
0xb6950cf0         TCPv4    127.0.0.1:55806                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb6a547f0         TCPv4    127.0.0.1:49998                127.0.0.1:64013      ESTABLISHED      1496     java.exe       
0xb6a95480         TCPv4    127.0.0.1:49998                127.0.0.1:61005      ESTABLISHED      1496     java.exe       
0xb6a957a0         TCPv4    127.0.0.1:60936                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb6a99a50         TCPv4    127.0.0.1:49998                127.0.0.1:61020      ESTABLISHED      1496     java.exe       
0xb6ac1010         TCPv4    127.0.0.1:49998                127.0.0.1:54706      ESTABLISHED      1496     java.exe       
0xb6b263a0         TCPv4    127.0.0.1:51924                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb6b3a720         TCPv4    127.0.0.1:49998                127.0.0.1:63810      ESTABLISHED      1496     java.exe       
0xb6b3acf0         TCPv4    127.0.0.1:63071                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb6b9e7b0         TCPv4    127.0.0.1:59769                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb6c15540         TCPv4    127.0.0.1:61600                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb6c3dcf0         TCPv4    127.0.0.1:52774                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb6caf6e0         TCPv4    127.0.0.1:49998                127.0.0.1:61223      ESTABLISHED      1496     java.exe       
0xb6ce0cf0         TCPv4    127.0.0.1:59472                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb6dc0010         TCPv4    127.0.0.1:49998                127.0.0.1:53336      ESTABLISHED      1496     java.exe       
0xb6dda010         TCPv4    127.0.0.1:54964                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb6ddacf0         TCPv4    127.0.0.1:54961                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb6e21880         TCPv4    127.0.0.1:64067                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb6e66cf0         TCPv4    127.0.0.1:49998                127.0.0.1:62915      ESTABLISHED      1496     java.exe       
0xb6e6f7e0         TCPv4    127.0.0.1:49744                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb6ef6590         TCPv4    127.0.0.1:51661                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb6ef6cf0         TCPv4    127.0.0.1:51672                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7081590         TCPv4    127.0.0.1:49781                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb70fd770         TCPv4    127.0.0.1:57201                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb71b66a0         TCPv4    127.0.0.1:50794                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7204010         TCPv4    127.0.0.1:49998                127.0.0.1:59737      ESTABLISHED      1496     java.exe       
0xb72a73c0         TCPv4    127.0.0.1:49998                127.0.0.1:52051      ESTABLISHED      1496     java.exe       
0xb72b5cf0         TCPv4    127.0.0.1:49998                127.0.0.1:50564      ESTABLISHED      1496     java.exe       
0xb7310cf0         TCPv4    127.0.0.1:63012                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7313010         TCPv4    127.0.0.1:49998                127.0.0.1:54234      ESTABLISHED      1496     java.exe       
0xb731b010         TCPv4    127.0.0.1:62998                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb73705c0         TCPv4    127.0.0.1:49998                127.0.0.1:64230      ESTABLISHED      1496     java.exe       
0xb7370cf0         TCPv4    127.0.0.1:49998                127.0.0.1:63886      ESTABLISHED      1496     java.exe       
0xb73d6cf0         TCPv4    127.0.0.1:55055                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb73e5550         TCPv4    127.0.0.1:50556                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb74a63d0         TCPv4    127.0.0.1:49998                127.0.0.1:55003      ESTABLISHED      1496     java.exe       
0xb74c2010         TCPv4    127.0.0.1:52223                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb74c2cf0         TCPv4    127.0.0.1:49998                127.0.0.1:52005      ESTABLISHED      1496     java.exe       
0xb75a6840         TCPv4    127.0.0.1:49998                127.0.0.1:58295      ESTABLISHED      1496     java.exe       
0xb75fbcf0         TCPv4    127.0.0.1:49998                127.0.0.1:55956      ESTABLISHED      1496     java.exe       
0xb762a010         TCPv4    127.0.0.1:49998                127.0.0.1:55857      ESTABLISHED      1496     java.exe       
0xb762a930         TCPv4    127.0.0.1:49998                127.0.0.1:55898      ESTABLISHED      1496     java.exe       
0xb76b0cf0         TCPv4    127.0.0.1:54760                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7803010         TCPv4    127.0.0.1:58891                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb78039b0         TCPv4    127.0.0.1:49998                127.0.0.1:58891      ESTABLISHED      1496     java.exe       
0xb781ecf0         TCPv4    127.0.0.1:50565                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7853490         TCPv4    127.0.0.1:57777                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb794dcf0         TCPv4    127.0.0.1:49998                127.0.0.1:60014      ESTABLISHED      1496     java.exe       
0xb7951010         TCPv4    127.0.0.1:65044                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7951540         TCPv4    127.0.0.1:49998                127.0.0.1:65006      ESTABLISHED      1496     java.exe       
0xb79804a0         TCPv4    127.0.0.1:49998                127.0.0.1:50016      ESTABLISHED      1496     java.exe       
0xb79ff010         TCPv4    127.0.0.1:52320                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7a709d0         TCPv4    127.0.0.1:49998                127.0.0.1:64873      ESTABLISHED      1496     java.exe       
0xb7b77010         TCPv4    127.0.0.1:60443                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7b77730         TCPv4    127.0.0.1:49998                127.0.0.1:61042      ESTABLISHED      1496     java.exe       
0xb7b77a50         TCPv4    127.0.0.1:60385                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7b827e0         TCPv4    127.0.0.1:49787                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7c81cf0         TCPv4    127.0.0.1:54281                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7ca87f0         TCPv4    127.0.0.1:60619                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7cfa560         TCPv4    127.0.0.1:51630                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7cfacf0         TCPv4    127.0.0.1:49998                127.0.0.1:51637      ESTABLISHED      1496     java.exe       
0xb7d65cf0         TCPv4    127.0.0.1:58675                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7d6b7b0         TCPv4    127.0.0.1:49998                127.0.0.1:62324      ESTABLISHED      1496     java.exe       
0xb7d95600         TCPv4    127.0.0.1:49998                127.0.0.1:58549      ESTABLISHED      1496     java.exe       
0xb7dd2010         TCPv4    127.0.0.1:52726                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7de1010         TCPv4    127.0.0.1:57474                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7de1a90         TCPv4    127.0.0.1:49998                127.0.0.1:56224      ESTABLISHED      1496     java.exe       
0xb7e3fcf0         TCPv4    127.0.0.1:49998                127.0.0.1:53901      ESTABLISHED      1496     java.exe       
0xb7e4e620         TCPv4    127.0.0.1:56484                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7eeecf0         TCPv4    127.0.0.1:51526                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7f6ecf0         TCPv4    127.0.0.1:55509                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb7feba50         TCPv4    127.0.0.1:59093                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8103010         TCPv4    127.0.0.1:49998                127.0.0.1:54324      ESTABLISHED      1496     java.exe       
0xb8117710         TCPv4    127.0.0.1:52973                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8140cf0         TCPv4    127.0.0.1:56497                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8141940         TCPv4    127.0.0.1:49998                127.0.0.1:51302      ESTABLISHED      1496     java.exe       
0xb81654a0         TCPv4    127.0.0.1:49998                127.0.0.1:53332      ESTABLISHED      1496     java.exe       
0xb81657c0         TCPv4    127.0.0.1:53086                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb822fcf0         TCPv4    127.0.0.1:49998                127.0.0.1:63682      ESTABLISHED      1496     java.exe       
0xb8230a10         TCPv4    127.0.0.1:49998                127.0.0.1:62632      ESTABLISHED      1496     java.exe       
0xb82d5cf0         TCPv4    127.0.0.1:55555                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb835a010         TCPv4    127.0.0.1:62627                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb83b3010         TCPv4    127.0.0.1:60717                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb83fd6a0         TCPv4    127.0.0.1:49919                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb83fd9c0         TCPv4    127.0.0.1:49871                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8409cf0         TCPv4    127.0.0.1:60790                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8440980         TCPv4    127.0.0.1:49998                127.0.0.1:62323      ESTABLISHED      1496     java.exe       
0xb845d010         TCPv4    127.0.0.1:49998                127.0.0.1:56298      ESTABLISHED      1496     java.exe       
0xb858f590         TCPv4    127.0.0.1:52030                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb85991a0         TCPv4    127.0.0.1:49998                127.0.0.1:50431      ESTABLISHED      1496     java.exe       
0xb867b750         TCPv4    127.0.0.1:54204                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb86ef260         TCPv4    127.0.0.1:51122                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb86f8cf0         TCPv4    127.0.0.1:58512                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb87be7f0         TCPv4    127.0.0.1:56780                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb87becf0         TCPv4    127.0.0.1:49998                127.0.0.1:57106      ESTABLISHED      1496     java.exe       
0xb87e67c0         TCPv4    127.0.0.1:49998                127.0.0.1:59090      ESTABLISHED      1496     java.exe       
0xb88e5010         TCPv4    127.0.0.1:49998                127.0.0.1:62778      ESTABLISHED      1496     java.exe       
0xb88e59d0         TCPv4    127.0.0.1:57000                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb88e5cf0         TCPv4    127.0.0.1:49998                127.0.0.1:56980      ESTABLISHED      1496     java.exe       
0xb8969940         TCPv4    127.0.0.1:55394                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb898d010         TCPv4    127.0.0.1:49998                127.0.0.1:50460      ESTABLISHED      1496     java.exe       
0xb89a0010         TCPv4    127.0.0.1:49998                127.0.0.1:52696      ESTABLISHED      1496     java.exe       
0xb89ca680         TCPv4    127.0.0.1:63667                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb89dc8a0         TCPv4    127.0.0.1:52021                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8a25cf0         TCPv4    127.0.0.1:49998                127.0.0.1:58370      ESTABLISHED      1496     java.exe       
0xb8ab0390         TCPv4    127.0.0.1:55290                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8ab08a0         TCPv4    127.0.0.1:49998                127.0.0.1:56502      ESTABLISHED      1496     java.exe       
0xb8b02cf0         TCPv4    127.0.0.1:51185                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8b7a6a0         TCPv4    127.0.0.1:59576                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8b9f010         TCPv4    127.0.0.1:49998                127.0.0.1:57806      ESTABLISHED      1496     java.exe       
0xb8bab2b0         TCPv4    127.0.0.1:50937                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8bb9940         TCPv4    127.0.0.1:62122                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8c94a60         TCPv4    127.0.0.1:56204                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8cbd010         TCPv4    127.0.0.1:57323                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8cc7890         TCPv4    127.0.0.1:61883                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8ccdcf0         TCPv4    127.0.0.1:49998                127.0.0.1:64501      ESTABLISHED      1496     java.exe       
0xb8d31750         TCPv4    127.0.0.1:50861                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8ec4100         TCPv4    127.0.0.1:65470                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8ec4a50         TCPv4    127.0.0.1:49274                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8fa6cf0         TCPv4    127.0.0.1:49327                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8fd1010         TCPv4    127.0.0.1:59332                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb8feb580         TCPv4    127.0.0.1:49998                127.0.0.1:56967      ESTABLISHED      1496     java.exe       
0xb9093440         TCPv4    127.0.0.1:57451                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9093cf0         TCPv4    127.0.0.1:49998                127.0.0.1:58011      ESTABLISHED      1496     java.exe       
0xb90c9010         TCPv4    127.0.0.1:49998                127.0.0.1:53301      ESTABLISHED      1496     java.exe       
0xb91db010         TCPv4    127.0.0.1:58398                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb91fa9d0         TCPv4    127.0.0.1:49998                127.0.0.1:50463      ESTABLISHED      1496     java.exe       
0xb92ae570         TCPv4    127.0.0.1:49276                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb939b7f0         TCPv4    127.0.0.1:55264                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb93b4010         TCPv4    127.0.0.1:49998                127.0.0.1:62704      ESTABLISHED      1496     java.exe       
0xb93d0100         TCPv4    127.0.0.1:49998                127.0.0.1:50159      ESTABLISHED      1496     java.exe       
0xb93d0cf0         TCPv4    127.0.0.1:49998                127.0.0.1:50226      ESTABLISHED      1496     java.exe       
0xb94c1cf0         TCPv4    127.0.0.1:61502                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb94d0a50         TCPv4    127.0.0.1:49998                127.0.0.1:51936      ESTABLISHED      1496     java.exe       
0xb955e9b0         TCPv4    127.0.0.1:49998                127.0.0.1:57231      ESTABLISHED      1496     java.exe       
0xb95b5cf0         TCPv4    127.0.0.1:58939                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb960f720         TCPv4    127.0.0.1:59449                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb962d010         TCPv4    127.0.0.1:49998                127.0.0.1:61539      ESTABLISHED      1496     java.exe       
0xb96587b0         TCPv4    127.0.0.1:51546                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9662cf0         TCPv4    127.0.0.1:49998                127.0.0.1:51200      ESTABLISHED      1496     java.exe       
0xb9754010         TCPv4    127.0.0.1:49998                127.0.0.1:56759      ESTABLISHED      1496     java.exe       
0xb978d010         TCPv4    127.0.0.1:49998                127.0.0.1:59325      ESTABLISHED      1496     java.exe       
0xb98d3010         TCPv4    127.0.0.1:49998                127.0.0.1:61182      ESTABLISHED      1496     java.exe       
0xb995ea20         TCPv4    127.0.0.1:64037                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb996e360         TCPv4    127.0.0.1:52220                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb99f3940         TCPv4    127.0.0.1:59006                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9a32930         TCPv4    127.0.0.1:55178                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9a32cf0         TCPv4    127.0.0.1:49998                127.0.0.1:55008      ESTABLISHED      1496     java.exe       
0xb9a7b7a0         TCPv4    127.0.0.1:62300                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9a8dcf0         TCPv4    127.0.0.1:49998                127.0.0.1:53677      ESTABLISHED      1496     java.exe       
0xb9aad770         TCPv4    127.0.0.1:57021                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9b09a90         TCPv4    127.0.0.1:64233                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9b33490         TCPv4    127.0.0.1:49998                127.0.0.1:57404      ESTABLISHED      1496     java.exe       
0xb9b337b0         TCPv4    127.0.0.1:57387                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9b33cf0         TCPv4    127.0.0.1:57393                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9bcccf0         TCPv4    127.0.0.1:49998                127.0.0.1:60155      ESTABLISHED      1496     java.exe       
0xb9beb550         TCPv4    127.0.0.1:61271                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9d08430         TCPv4    127.0.0.1:55521                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9d19a10         TCPv4    127.0.0.1:54643                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9d1d7c0         TCPv4    127.0.0.1:49998                127.0.0.1:51209      ESTABLISHED      1496     java.exe       
0xb9d1dae0         TCPv4    127.0.0.1:49998                127.0.0.1:50386      ESTABLISHED      1496     java.exe       
0xb9d38410         TCPv4    127.0.0.1:63621                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9d38730         TCPv4    127.0.0.1:63248                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9d38a50         TCPv4    127.0.0.1:63434                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9d77560         TCPv4    127.0.0.1:49998                127.0.0.1:51624      ESTABLISHED      1496     java.exe       
0xb9e0ccf0         TCPv4    127.0.0.1:49998                127.0.0.1:54971      ESTABLISHED      1496     java.exe       
0xb9e193f0         TCPv4    127.0.0.1:51707                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9e560d0         TCPv4    127.0.0.1:49998                127.0.0.1:49722      ESTABLISHED      1496     java.exe       
0xb9eb2940         TCPv4    127.0.0.1:50951                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9ef3010         TCPv4    127.0.0.1:49998                127.0.0.1:55441      ESTABLISHED      1496     java.exe       
0xb9ef3530         TCPv4    127.0.0.1:54995                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9ef3a90         TCPv4    127.0.0.1:49998                127.0.0.1:54993      ESTABLISHED      1496     java.exe       
0xb9efe7f0         TCPv4    127.0.0.1:56757                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9f12010         TCPv4    127.0.0.1:49998                127.0.0.1:64500      ESTABLISHED      1496     java.exe       
0xb9f19cf0         TCPv4    127.0.0.1:53139                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xb9f69010         TCPv4    127.0.0.1:49998                127.0.0.1:61095      ESTABLISHED      1496     java.exe       
0xb9f73440         TCPv4    127.0.0.1:49998                127.0.0.1:57320      ESTABLISHED      1496     java.exe       
0xb9fe2730         TCPv4    127.0.0.1:49998                127.0.0.1:60339      ESTABLISHED      1496     java.exe       
0xb9fe8580         TCPv4    127.0.0.1:49998                127.0.0.1:51765      ESTABLISHED      1496     java.exe       
0xb9ff3cf0         TCPv4    127.0.0.1:53374                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xba03e010         TCPv4    127.0.0.1:49998                127.0.0.1:60334      ESTABLISHED      1496     java.exe       
0xba03ecf0         TCPv4    127.0.0.1:49998                127.0.0.1:60304      ESTABLISHED      1496     java.exe       
0xba0697e0         TCPv4    127.0.0.1:52102                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xba0a5400         TCPv4    127.0.0.1:64700                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xba21a010         TCPv4    127.0.0.1:49998                127.0.0.1:56188      ESTABLISHED      1496     java.exe       
0xba21a690         TCPv4    127.0.0.1:49998                127.0.0.1:56205      ESTABLISHED      1496     java.exe       
0xba242cf0         TCPv4    127.0.0.1:49998                127.0.0.1:55178      ESTABLISHED      1496     java.exe       
0xba2ae940         TCPv4    127.0.0.1:64103                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xba317010         TCPv4    127.0.0.1:60824                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xba317cf0         TCPv4    127.0.0.1:60344                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xba370a10         TCPv4    127.0.0.1:63194                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xba465010         TCPv4    127.0.0.1:56301                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xba4657e0         TCPv4    127.0.0.1:49998                127.0.0.1:56117      ESTABLISHED      1496     java.exe       
0xba50d2d0         TCPv4    127.0.0.1:54182                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xba53a6a0         TCPv4    127.0.0.1:49998                127.0.0.1:65369      ESTABLISHED      1496     java.exe       
0xba5d1cf0         TCPv4    127.0.0.1:50846                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xba5ed840         TCPv4    127.0.0.1:49998                127.0.0.1:50079      ESTABLISHED      1496     java.exe       
0xba700730         TCPv4    127.0.0.1:49998                127.0.0.1:56243      ESTABLISHED      1496     java.exe       
0xba700cf0         TCPv4    127.0.0.1:49998                127.0.0.1:56203      ESTABLISHED      1496     java.exe       
0xba8309b0         TCPv4    127.0.0.1:49998                127.0.0.1:51745      ESTABLISHED      1496     java.exe       
0xba8ce6e0         TCPv4    127.0.0.1:49998                127.0.0.1:59787      ESTABLISHED      1496     java.exe       
0xba916cf0         TCPv4    127.0.0.1:51542                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xba993cf0         TCPv4    127.0.0.1:49998                127.0.0.1:54273      ESTABLISHED      1496     java.exe       
0xba9cd010         TCPv4    127.0.0.1:49998                127.0.0.1:52690      ESTABLISHED      1496     java.exe       
0xba9e62c0         TCPv4    127.0.0.1:61632                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xba9e67f0         TCPv4    127.0.0.1:49998                127.0.0.1:62773      ESTABLISHED      1496     java.exe       
0xbaa95940         TCPv4    127.0.0.1:49998                127.0.0.1:59601      ESTABLISHED      1496     java.exe       
0xbaaff010         TCPv4    127.0.0.1:56924                127.0.0.1:49998      ESTABLISHED      632      java.exe       
