Offset(P)          Proto    Local Address                  Foreign Address      State            Pid      Owner          Created
0x11489aba0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489aba0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489bac0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489bac0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489c010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489c010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489c3a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489c3a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489c900        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489c900        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489ccf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489ccf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489d6c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489d6c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489e960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489e960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489f4f0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489f4f0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489fec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11489fec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a04f0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a04f0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a0960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a0960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a1010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a1010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a1320        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a1320        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a1cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a1cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a2010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a2010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a2640        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a2640        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a3720        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a3720        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a3b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a3b90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a43a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a43a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a4cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a4cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a53a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a53a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a5900        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a5900        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a5cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a5cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a6010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a6010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a62d0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a62d0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a66c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a66c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a7ac0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a7ac0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a8360        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a8360        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a8ad0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a8ad0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a8ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a8ec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a9570        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a9570        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a9960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148a9960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148aa320        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148aa320        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148aacf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148aacf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ab830        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ab830        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ac3a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ac3a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148accf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148accf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ad470        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ad470        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ad8e0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ad8e0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ade40        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ade40        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ae240        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ae240        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148aeb90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148aeb90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148af570        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148af570        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148afec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148afec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b0570        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b0570        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b0960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b0960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b1b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b1b90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b2570        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b2570        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b2ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b2ec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b3570        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b3570        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b3960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b3960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b4360        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b4360        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b48c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b48c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b5240        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b5240        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b57a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b57a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b5b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b5b90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b6570        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b6570        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b6ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b6ec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b7960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b7960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b7ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b7ec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b8cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b8cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b9010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b9010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b9640        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148b9640        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bab90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bab90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bb3a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bb3a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bb900        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bb900        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bbcf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bbcf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bc010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bc010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bc6c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bc6c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bdb90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bdb90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148be250        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148be250        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148be3a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148be3a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148becf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148becf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bf010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bf010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bf6c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148bf6c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c1640        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c1640        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c1ba0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c1ba0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c22c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c22c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c2ac0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c2ac0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c33a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c33a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c3900        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c3900        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c3cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c3cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c4010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c4010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c42d0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c42d0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c46c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c46c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c5b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c5b90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c63a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c63a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c6cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c6cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c7960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c7960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c7ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c7ec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c8240        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c8240        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c8b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c8b90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c9570        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c9570        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c9ad0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c9ad0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c9ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148c9ec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ca570        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ca570        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ca960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ca960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cb240        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cb240        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cbb90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cbb90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cd2c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cd2c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cd650        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cd650        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cdac0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cdac0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ce3a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ce3a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cecf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cecf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cf010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cf010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cf2d0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cf2d0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cf6c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cf6c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cfc20        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148cfc20        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d0b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d0b90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d13a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d13a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d1cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d1cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d2010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d2010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d22d0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d22d0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d26c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d26c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d4570        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d4570        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d4ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d4ec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d5960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d5960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d6320        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d6320        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d6880        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d6880        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d6cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
